"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-11-30,"San Angelo, TX","TX",306,1203,0.00922818791946309,0.0109243697478992,-0.0282714054927302,31224
2018-11-30,"Michigan City, IN","IN",307,935,-0.00319829424307036,-0.00531914893617021,0.00214362272240086,70965
2018-11-30,"Wenatchee, WA","WA",308,1562,0.0103492884864166,0.0136275146009085,0.0123136746597537,42630
2018-11-30,"Lawrence, KS","KS",309,1304,0.00230591852421214,0.00307692307692308,0.0382165605095541,28134
2018-11-30,"Decatur, IL","IL",310,946,0.00424628450106157,0.00638297872340425,-0.020703933747412,41443
2018-11-30,"Missoula, MT","MT",311,1397,0.00939306358381503,0.0226939970717423,0.00720980533525595,37784
2018-11-30,"Salem, OH","OH",312,852,0.00117508813160987,0.00353356890459364,-0.0273972602739726,34123
2018-11-30,"Lewiston, ME","ME",313,1261,0.0210526315789474,0.0285481239804241,0.0490848585690516,37264
2018-11-30,"Roseburg, OR","OR",314,1072,0.0199809705042816,0.0229007633587786,0.0603363006923838,32704
2018-11-30,"Sumter, SC","SC",315,845,0.00237247924080664,0.00475624256837099,0.0205314009661836,50174
2018-11-30,"Meridian, MS","MS",316,886,0.00796359499431172,0.0148911798396334,0.00226244343891403,31225
2018-11-30,"Bluefield, WV","WV",317,850,0,0.00354191263282172,0.0585305105853051,29791
2018-11-30,"Lima, OH","OH",318,871,0.0163360560093349,0.0199063231850117,-0.0439077936333699,34832
2018-11-30,"Cookeville, TN","TN",319,983,0.0207684319833853,0.0293193717277487,0.00408580183861083,43386
2018-11-30,"California-Lexington Park, MD","MD",320,1608,0.00815047021943574,0.00878293601003764,-0.0189139719341062,46128
2018-11-30,"Gadsden, AL","AL",321,861,0.0105633802816901,0.0141342756183746,0.0117508813160987,31884
2018-11-30,"Longview, WA","WA",322,1342,0.0105421686746988,0.00902255639097744,-0.00813008130081301,32143
2018-11-30,"Ithaca, NY","NY",323,1701,-0.018465089440277,-0.0224137931034483,0.00770142180094787,21044
2018-11-30,"Ashtabula, OH","OH",324,893,0.00337078651685393,0.00224466891133558,-0.0154355016538037,34651
2018-11-30,"Gettysburg, PA","PA",325,1302,0.0108695652173913,0.0195771339075959,0.00773993808049536,59408
2018-11-30,"Pine Bluff, AR","AR",326,744,0.00269541778975741,0.00404858299595142,0.00134589502018843,22851
2018-11-30,"Tullahoma, TN","TN",327,1150,0.00700525394045534,0.0105448154657293,0.0231316725978648,38302
2018-11-30,"Richmond, KY","KY",328,1014,0.012987012987013,0.0201207243460765,-0.025,29761
2018-11-30,"Adrian, MI","MI",329,1063,0,-0.00187793427230047,-0.0229779411764706,38612
2018-11-30,"Twin Falls, ID","ID",330,1126,-0.00880281690140845,-0.00967458223394899,-0.00617828773168579,29823
2018-11-30,"Corning, NY","NY",331,1303,-0.0061022120518688,-0.00534351145038168,0.0516545601291364,27880
2018-11-30,"Sebring, FL","FL",332,1143,0.000875656742556918,0.00263157894736842,0.10648596321394,40838
2018-11-30,"Truckee, CA","CA",333,1909,0.0268961807423346,0.033008658008658,-0.0289928789420142,45052
2018-11-30,"Paducah, KY","KY",334,942,0.00533617929562433,0.00748663101604278,-0.0542168674698795,25501
2018-11-30,"Grand Forks, ND","ND",335,1195,0.00251677852348993,0.00504625735912532,0.0127118644067797,16461
2018-11-30,"Fairbanks, AK","AK",336,1656,0.0079123554473524,0.0103721781574131,-0.0686164229471316,20164
2018-11-30,"Mankato, MN","MN",337,1280,0.0199203187250996,0.0256410256410256,-0.0383170548459805,24875
2018-11-30,"Rome, GA","GA",338,955,0.0529217199558986,0.0587583148558758,-0.0134297520661157,25251
2018-11-30,"Cape Girardeau, MO","MO",339,899,0.00111358574610245,0.00111358574610245,-0.0415778251599147,39744
2018-11-30,"Hot Springs, AR","AR",340,1123,-0.00970017636684303,-0.0157756354075372,0.0594339622641509,33838
2018-11-30,"Greenwood, SC","SC",341,995,0.0030241935483871,0.00201409869083585,-0.0197044334975369,7252
2018-11-30,"Clarksburg, WV","WV",342,859,0.00940070505287897,0.0117785630153121,0.0153664302600473,28733
2018-11-30,"Talladega, AL","AL",343,969,0.0157232704402516,0.0210748155953635,-0.0261306532663317,24236
2018-11-30,"Dubuque, IA","IA",344,1127,-0.0122699386503067,-0.0131348511383538,0.00985663082437276,35294
2018-11-30,"Albertville, AL","AL",345,917,0.0110253583241455,0.00658616904500549,0.00109170305676856,33946
2018-11-30,"Manhattan, KS","KS",346,1215,-0.00735294117647059,-0.0129975629569456,-0.0145985401459854,23815
2018-11-30,"Parkersburg, WV","WV",347,861,0.0129411764705882,0.0165289256198347,-0.0204778156996587,32176
2018-11-30,"New Philadelphia, OH","OH",348,964,0.00207900207900208,0.00207900207900208,-0.0567514677103718,29981
2018-11-30,"Orangeburg, SC","SC",349,931,0.014161220043573,0.021953896816685,-0.0106269925611052,24421
2018-11-30,"Cheyenne, WY","WY",350,1248,-0.04,-0.045141545524101,-0.0303030303030303,32239
2018-11-30,"Brainerd, MN","MN",351,1267,0.0111731843575419,0.0144115292233787,0.0184887459807074,46172
2018-11-30,"Kalispell, MT","MT",352,1414,0.0128939828080229,0.0172661870503597,-0.00911002102312544,24730
2018-11-30,"Ames, IA","IA",353,1259,-0.0140955364134691,-0.0194704049844237,0.0219155844155844,30941
2018-11-30,"Bozeman, MT","MT",354,1699,0.00354400472533963,0.0059206631142688,-0.00526932084309134,28378
2018-11-30,"Moses Lake, WA","WA",355,991,0.00202224469160768,0.00101010101010101,-0.00100806451612903,25693
2018-11-30,"Meadville, PA","PA",356,1032,0.00682926829268293,0.0078125,0.00682926829268293,23814
2018-11-30,"Hermiston-Pendleton, OR","OR",357,1281,0.0199044585987261,0.0256204963971177,0.0414634146341463,21170
2018-11-30,"Zanesville, OH","OH",358,916,0.0189098998887653,0.0246085011185682,0,29946
2018-11-30,"Corvallis, OR","OR",359,1816,0.009449694274597,0.012263099219621,0.007210205213533,25417
2018-11-30,"Bloomsburg, PA","PA",360,1146,0.00350262697022767,0.0105820105820106,0.00438212094653812,24436
2018-11-30,"Russellville, AR","AR",361,869,0.016374269005848,0.0223529411764706,-0.00685714285714286,25410
2018-11-30,"Midland, MI","MI",362,1042,0.0296442687747036,0.0225711481844946,0.0165853658536585,30313
2018-11-30,"Opelousas, LA","LA",363,1099,0,0,-0.00901713255184851,16301
2018-11-30,"Pocatello, ID","ID",364,934,-0.0032017075773746,-0.00638297872340425,-0.0321243523316062,23591
2018-11-30,"Kokomo, IN","IN",365,814,0.001230012300123,0,-0.0412249705535925,32344
2018-11-30,"Grants Pass, OR","OR",366,1327,0.00606520090978014,0.0114329268292683,0.0247104247104247,14554
2018-11-30,"Huntsville, TX","TX",367,1277,0.000783699059561128,0.00235478806907378,-0.0176923076923077,11856
2018-11-30,"Plattsburgh, NY","NY",368,1486,-0.00201477501678979,-0.0139349701393497,-0.0236530880420499,21639
2018-11-30,"Grand Island, NE","NE",369,1160,-0.00939368061485909,-0.00684931506849315,0.0175438596491228,22665
2018-11-30,"DuBois, PA","PA",370,953,0.00633579725448786,0.00739957716701903,0.0269396551724138,31437
2018-11-30,"Great Falls, MT","MT",371,1193,0.0101608806096528,0.0135938827527613,0.000838926174496644,26575
2018-11-30,"Olean, NY","NY",372,1204,-0.00741962077493817,-0.0139230139230139,0.0220713073005093,25249
2018-11-30,"Auburn, NY","NY",373,1372,0.000729394602479942,0.0140428677014043,-0.00651701665459812,22575
2018-11-30,"Portsmouth, OH","OH",374,855,0.0130331753554502,0.0202863961813842,-0.0371621621621622,17142
2018-11-30,"Oak Harbor, WA","WA",375,1652,0.000605693519079346,0.00181928441479685,0.0048661800486618,40028
2018-11-30,"Chillicothe, OH","OH",376,966,0.00520291363163372,0.00415800415800416,-0.032064128256513,20030
2018-11-30,"Hinesville, GA","GA",377,1028,-0.00580270793036751,-0.00867888138862102,0.0259481037924152,18178
2018-11-30,"Stillwater, OK","OK",378,1181,-0.0050547598989048,-0.00169061707523246,0.0314410480349345,15420
2018-11-30,"Quincy, IL","IL",379,1094,0.00274977085242896,0.00183150183150183,-0.0568965517241379,22950
2018-11-30,"Keene, NH","NH",380,1450,0.00694444444444444,0.00834492350486787,0.0111576011157601,22028
2018-11-30,"Sandusky, OH","OH",381,1097,0.00827205882352941,0.00827205882352941,-0.0360281195079086,30627
2018-11-30,"Searcy, AR","AR",382,879,0.0232828870779977,0.0329024676850764,0.0126728110599078,24217
2018-11-30,"Columbus, IN","IN",383,1189,0.000841750841750842,0.00507185122569738,-0.037246963562753,29599
2018-11-30,"Roanoke Rapids, NC","NC",384,844,0.0107784431137725,0.00956937799043062,0.023030303030303,15694
2018-11-30,"Centralia, WA","WA",385,1182,0.0154639175257732,0.024263431542461,0.0450928381962865,24832
2018-11-30,"Helena, MT","MT",386,1266,0.0128,0.0168674698795181,0.00237529691211401,15747
2018-11-30,"Palatka, FL","FL",387,1090,-0.0276538804638715,-0.0302491103202847,0.138975966562173,17789
2018-11-30,"Mount Airy, NC","NC",388,1009,0.0254065040650406,0.0327533265097236,0.0488565488565489,13157
2018-11-30,"Key West, FL","FL",389,3317,0.00484701605574068,0.00211480362537764,0.021243842364532,44699
2018-11-30,"Aberdeen, WA","WA",390,979,0.0219206680584551,0.025130890052356,-0.0401960784313725,32092
2018-11-30,"Gallup, NM","NM",391,1021,0.0169322709163347,0.0169322709163347,-0.0239005736137667,3563
2018-11-30,"Port Angeles, WA","WA",392,1460,0.00828729281767956,0.0103806228373702,-0.010840108401084,29942
2018-11-30,"Greenfield Town, MA","MA",393,1786,0.010752688172043,0.010752688172043,0.00224466891133558,25256
2018-11-30,"Muskogee, OK","OK",394,659,0.00918836140888208,0.0154083204930663,-0.00753012048192771,32555
2018-11-30,"Frankfort, KY","KY",395,1013,0.011988011988012,0.0180904522613065,-0.0203094777562863,26413
2018-11-30,"Statesboro, GA","GA",396,1088,0.00740740740740741,0.0111524163568773,0.0361904761904762,17447
2018-11-30,"Marion, IN","IN",397,779,0.00906735751295337,0.00645994832041344,-0.0089058524173028,25975
2018-11-30,"Shawnee, OK","OK",398,797,0.00251572327044025,0.00504413619167718,-0.0256723716381418,30998
2018-11-30,"North Wilkesboro, NC","NC",399,1061,0.0211742059672762,0.0221579961464355,0.0201923076923077,18136
2018-11-30,"Richmond, IN","IN",400,798,0.010126582278481,0.0126903553299492,-0.044311377245509,27659
2018-11-30,"Greeneville, TN","TN",401,770,0.0476190476190476,0.056241426611797,0.0198675496688742,41798
2018-11-30,"Martinsville, VA","VA",402,914,0.0055005500550055,0.0121816168327796,-0.0368809272918862,23904
2018-11-30,"Forest City, NC","NC",403,966,0.0157728706624606,0.0200633579725449,0.00835073068893528,44390
2018-11-30,"Lake City, FL","FL",404,1178,0.0172711571675302,0.0216825672159584,0.0076988879384089,14704
2018-11-30,"LaGrange, GA","GA",405,896,0.020501138952164,0.0251716247139588,-0.0218340611353712,20831
2018-11-30,"Marion, OH","OH",406,806,0.0100250626566416,0.0125628140703518,-0.0347305389221557,24014
2018-11-30,"Klamath Falls, OR","OR",407,1106,0.0137488542621448,0.0165441176470588,0.0864440078585462,24328
2018-11-30,"Marshall, TX","TX",408,962,0.00104058272632674,0.0136986301369863,-0.0351053159478435,21009
2018-11-30,"Charleston, IL","IL",409,1159,0.00259515570934256,0.000863557858376511,-0.038971807628524,20870
2018-11-30,"Clearlake, CA","CA",410,1471,0.012388162422574,0.0158839779005525,0.00136147038801906,22423
2018-11-30,"Hutchinson, KS","KS",411,793,-0.00376884422110553,-0.00125944584382872,0.0205920205920206,22753
2018-11-30,"Faribault, MN","MN",412,1404,0.00934579439252336,0.00934579439252336,0.00429184549356223,36757
2018-11-30,"Elizabeth City, NC","NC",413,1119,-0.000892857142857143,-0.00444839857651246,-0.0166959578207381,21487
2018-11-30,"Alamogordo, NM","NM",414,900,0.0146561443066516,0.021566401816118,0.00783874580067189,14732
2018-11-30,"Red Bluff, CA","CA",415,1126,0.00805729632945389,0.00986547085201794,-0.0301464254952627,12630
2018-11-30,"Hudson, NY","NY",416,1583,0.0199742268041237,0.046957671957672,-0.0318042813455657,21763
2018-11-30,"Coos Bay, OR","OR",417,1297,0.0109119251753702,0.0180533751962323,0.0442834138486312,22366
2018-11-30,"Walla Walla, WA","WA",418,1302,-0.00153374233128834,0.0023094688221709,0.035799522673031,16414
2018-11-30,"Sayre, PA","PA",419,953,0.0507166482910695,0.0612472160356347,-0.124885215794307,21276
2018-11-30,"Oneonta, NY","NY",420,1211,-0.0186385737439222,-0.0273092369477912,-0.0663068619892059,18781
2018-11-30,"Baraboo, WI","WI",421,1116,0.0136239782016349,0.0182481751824818,-0.0558375634517767,22427
2018-11-30,"Marietta, OH","OH",422,1028,0.00587084148727984,0.00784313725490196,-0.0255924170616114,15409
2018-11-30,"Salina, KS","KS",423,842,0,0.00118906064209275,-0.0571108622620381,22127
2018-11-30,"Big Stone Gap, VA","VA",424,978,-0.00204081632653061,-0.00508646998982706,-0.022,6860
2018-11-30,"Sturgis, MI","MI",425,1026,-0.00869565217391304,-0.0115606936416185,0.0219123505976096,23111
2018-11-30,"Fremont, OH","OH",426,986,0.00715015321756895,0.00715015321756895,-0.0352250489236791,18209
2018-11-30,"Mount Vernon, OH","OH",427,1084,0.00277520814061055,0.0046339202965709,-0.00732600732600733,16931
2018-11-30,"Lewiston, ID","ID",428,1292,0.000774593338497289,0.00155038759689922,0.0352564102564103,20975
2018-11-30,"Shelton, WA","WA",429,1444,0.000693000693000693,0.00208188757807078,0.113338473400154,23473
2018-11-30,"Albemarle, NC","NC",430,1071,0.0190294957183635,0.0209723546234509,0.0190294957183635,21486
2018-11-30,"Enid, OK","OK",431,922,0.0054525627044711,0.00765027322404372,-0.105722599418041,17661
2018-11-30,"Jefferson, GA","GA",432,1338,0.00224719101123596,0.00299850074962519,0.0128690386071158,20622
2018-11-30,"Laconia, NH","NH",433,1482,-0.00269179004037685,0.00953678474114441,0.14175654853621,35366
2018-11-30,"Batavia, NY","NY",434,1362,-0.000733675715333822,0.00665188470066519,-0.00801165331391114,16690
2018-11-30,"Oxford, NC","NC",435,1172,0.00773860705073087,0.0103448275862069,0.0244755244755245,16383
2018-11-30,"Columbus, MS","MS",436,1075,-0.00462962962962963,-0.00830258302583026,0.0696517412935323,15406
2018-11-30,"Kinston, NC","NC",437,877,0.0185830429732869,0.0257309941520468,0.032979976442874,11572
2018-11-30,"Sterling, IL","IL",438,1060,0.0202117420596728,0.0261374636979671,-0.0535714285714286,21961
2018-11-30,"Palestine, TX","TX",439,1122,0.0126353790613718,0.0117222723174031,-0.0123239436619718,9294
2018-11-30,"Dublin, GA","GA",440,946,0.00638297872340425,0.00852878464818763,0.0161117078410312,14914
2018-11-30,"Vicksburg, MS","MS",441,1097,0.021415270018622,0.0398104265402844,-0.0292035398230088,13638
2018-11-30,"Sanford, NC","NC",442,961,0.00945378151260504,0.0115789473684211,0.00313152400835073,21807
2018-11-30,"Fergus Falls, MN","MN",443,1291,0.00155159038013964,0.000775193798449612,-0.00231839258114374,30516
2018-11-30,"Tiffin, OH","OH",444,924,0.0065359477124183,0.00873362445414847,-0.0201484623541888,18161
2018-11-30,"Fairmont, WV","WV",445,892,-0.00111982082866741,0,0.0518867924528302,20389
2018-11-30,"Crossville, TN","TN",446,1165,0.0139251523063534,0.0219298245614035,0.033717834960071,23440
2018-11-30,"Picayune, MS","MS",447,1145,0.00174978127734033,0.00262697022767075,0.0035056967572305,10227
2018-11-30,"Gloversville, NY","NY",448,1373,0,-0.00218023255813953,-0.01294033069734,18269
2018-11-30,"Sonora, CA","CA",449,1442,-0.00138504155124654,0,0.00839160839160839,21383
2018-11-30,"Carson City, NV","NV",450,1446,0.0269886363636364,0.0335954253037884,0.0417867435158501,14941
2018-11-30,"Calhoun, GA","GA",451,1117,0.0108597285067873,0.0154545454545455,0.0323475046210721,16847
2018-11-30,"Milledgeville, GA","GA",452,1053,0.0144508670520231,0.0223300970873786,0.0233236151603499,11751
2018-11-30,"Waycross, GA","GA",453,928,0.0119956379498364,0.0153172866520788,0.0131004366812227,13090
2018-11-30,"Morgan City, LA","LA",454,1067,0.0142585551330798,0.0181297709923664,0.0200764818355641,11682
2018-11-30,"Eagle Pass, TX","TX",455,1115,0.0127157129881926,0.01640838650866,-0.0210711150131694,11834
2018-11-30,"Ontario, OR","OR",456,1213,0.0133667502088555,0.0176174496644295,0.0412017167381974,14733
2018-11-30,"Carlsbad, NM","NM",457,1126,-0.00967458223394899,-0.0131463628396144,0.0292504570383912,14566
2018-11-30,"Payson, AZ","AZ",458,1275,0.0159362549800797,0.0208166533226581,0.0265700483091787,20250
2018-11-30,"McComb, MS","MS",459,928,0.0119956379498364,0.025414364640884,0.0345596432552954,9749
2018-11-30,"Rochelle, IL","IL",460,1261,0.00558213716108453,0,-0.0224806201550388,18183
2018-11-30,"Scottsboro, AL","AL",461,876,0.00574052812858783,0.00689655172413793,-0.0201342281879195,9345
2018-11-30,"Danville, KY","KY",462,877,0.0174013921113689,0.0138728323699422,-0.0190156599552573,14596
2018-11-30,"Greenville, OH","OH",463,962,0.0115667718191377,0.0136986301369863,-0.017364657814096,15628
2018-11-30,"Warrensburg, MO","MO",464,1035,-0.0114613180515759,-0.0133460438512869,-0.0717488789237668,13327
2018-11-30,"Fort Leonard Wood, MO","MO",465,888,0.00225733634311512,0.00112739571589628,0.0125427594070696,10243
2018-11-30,"Glasgow, KY","KY",466,897,0.0193181818181818,0.018161180476731,-0.0396145610278373,13627
2018-11-30,"Edwards, CO","CO",467,3692,0.00380641653072322,0.00626873807576996,0.145161290322581,28999
2018-11-30,"Fernley, NV","NV",468,1431,0.00916784203102962,0.010593220338983,0.0399709302325581,15055
2018-11-30,"Platteville, WI","WI",469,1060,0.0162991371045062,0.0202117420596728,-0.030192131747484,12369
2018-11-30,"Bartlesville, OK","OK",470,893,0.00337078651685393,0.00224466891133558,-0.0251091703056769,22157
2018-11-30,"Jacksonville, TX","TX",471,1139,0.0133451957295374,0.0124444444444444,-0.00175284837861525,8624
2018-11-30,"Elko, NV","NV",472,1369,0.0163325909428359,0.0216417910447761,-0.0228408279800143,9190
2018-11-30,"Rexburg, ID","ID",473,1139,0.028906955736224,0.0363967242948135,-0.00349956255468067,15325
2018-11-30,"St. Marys, GA","GA",474,1132,0.00711743772241993,0.0107142857142857,0.0161579892280072,16241
2018-11-30,"Ozark, AL","AL",475,847,-0.00117924528301887,-0.00235571260306243,0.00118203309692671,14623
2018-11-30,"Amsterdam, NY","NY",476,1322,0.00303490136570561,0.0060882800608828,0.0122511485451761,14344
2018-11-30,"Enterprise, AL","AL",477,878,0.00803673938002296,0.00803673938002296,-0.025527192008879,21765
2018-11-30,"Kerrville, TX","TX",478,1469,-0.00203804347826087,-0.00203804347826087,0.0201388888888889,12493
2018-11-30,"New Castle, IN","IN",479,798,0.00503778337531486,0.00251256281407035,-0.0172413793103448,18344
2018-11-30,"Sidney, OH","OH",480,1051,0.00960614793467819,0.0105769230769231,-0.0277520814061055,13387
2018-11-30,"Cortland, NY","NY",481,1380,0.000725163161711385,0.0117302052785924,0.0306198655713219,12219
2018-11-30,"Clinton, IA","IA",482,942,0.00426439232409382,0.00856531049250535,-0.00946372239747634,18434
2018-11-30,"Burlington, IA","IA",483,917,0,0,-0.0487551867219917,16556
2018-11-30,"Cadillac, MI","MI",484,938,0.011866235167206,0.0195652173913043,0.0184581976112921,20750
2018-11-30,"Ardmore, OK","OK",485,855,-0.0183696900114811,-0.0273037542662116,0.0227272727272727,20481
2018-11-30,"Kendallville, IN","IN",486,1020,0.00790513833992095,0.00492610837438424,-0.0377358490566038,14720
2018-11-30,"Nogales, AZ","AZ",487,1157,0.0122484689413823,0.0158033362598771,0.0423423423423423,13543
2018-11-30,"Oxford, MS","MS",488,1407,-0.0188284518828452,-0.0229166666666667,0.00428265524625268,13582
2018-11-30,"Plymouth, IN","IN",489,1089,-0.000917431192660551,-0.00547945205479452,-0.0405286343612335,15266
2018-11-30,"Gardnerville Ranchos, NV","NV",490,1824,0.0116472545757072,0.00773480662983425,-0.0495049504950495,20541
2018-11-30,"Tahlequah, OK","OK",491,855,-0.00465657741559953,-0.0104166666666667,-0.0360766629086809,15475
2018-11-30,"Ca-¦on City, CO","CO",492,1218,0.0133111480865225,0.0158465387823186,0.0563746747614918,15734
2018-11-30,"Ruston, LA","LA",493,1200,0.0050251256281407,0.00418410041841004,-0.0825688073394495,8590
2018-11-30,"Lewistown, PA","PA",494,975,0.0145681581685744,0.0145681581685744,-0.0230460921843687,10496
2018-11-30,"Rockingham, NC","NC",495,861,0.0105633802816901,0.0141342756183746,0.0237812128418549,3330
2018-11-30,"Blytheville, AR","AR",496,826,-0.00361881785283474,-0.00120918984280532,0.029925187032419,8589
2018-11-30,"Red Wing, MN","MN",497,1392,0.00942712110224801,0.0123636363636364,0.0419161676646707,17041
2018-11-30,"Cedar City, UT","UT",498,1166,0.0156794425087108,0.0219106047326906,0.0346051464063886,12183
2018-11-30,"Bedford, IN","IN",499,845,0.00237247924080664,0.00237247924080664,-0.0197215777262181,16698
2018-11-30,"Newport, OR","OR",500,1446,0.00556328233657858,0.00486448922863099,0.0219081272084806,23289
2018-11-30,"Bellefontaine, OH","OH",501,999,0.00503018108651911,0.00301204819277108,-0.0503802281368821,17356
2018-11-30,"McAlester, OK","OK",502,850,0,0.00117785630153121,-0.00932400932400932,15413
2018-11-30,"Blackfoot, ID","ID",503,1033,0.033,0.0423814328960646,-0.0363805970149254,13129
2018-11-30,"Henderson, NC","NC",504,951,0.012779552715655,0.012779552715655,0.0303358613217768,7064
2018-11-30,"Coldwater, MI","MI",505,990,-0.00402414486921529,-0.00201612903225806,0.0269709543568465,17860
2018-11-30,"Rolla, MO","MO",506,759,0.027063599458728,0.0326530612244898,0.0298507462686567,15691
2018-11-30,"Shelbyville, TN","TN",507,1207,0.00667222685571309,0.00919732441471572,0.0177065767284992,15107
2018-11-30,"Duncan, OK","OK",508,741,0.00135135135135135,0.0040650406504065,-0.00670241286863271,18297
2018-11-30,"Pullman, WA","WA",509,1360,0.0240963855421687,0.033434650455927,0.0675039246467818,8778
2018-11-30,"Bemidji, MN","MN",510,1283,-0.00155642023346304,0,0.0346774193548387,12050
2018-11-30,"Pahrump, NV","NV",511,1284,0.0182394924662966,0.0255591054313099,0.0594059405940594,9736
2018-11-30,"Bucyrus, OH","OH",512,795,0.00378787878787879,0.00632911392405063,-0.0233415233415233,15884
2018-11-30,"Bradford, PA","PA",513,899,0.00446927374301676,0.00446927374301676,-0.00553097345132743,13351
2018-11-30,"Bardstown, KY","KY",514,988,0.0175077239958805,0.0133333333333333,-0.04725168756027,15107
2018-11-30,"Cornelia, GA","GA",515,1153,0.0194518125552608,0.0239786856127886,0.0122914837576822,21413
2018-11-30,"Muscatine, IA","IA",516,1123,0.0053715308863026,-0.00177777777777778,-0.0166374781085814,12483
2018-11-30,"Alma, MI","MI",517,847,0.0107398568019093,0.0168067226890756,0.00953516090584029,13246
2018-11-30,"Durant, OK","OK",518,937,-0.00212992545260916,-0.00212992545260916,-0.031023784901758,11197
2018-11-30,"Seymour, IN","IN",519,976,-0.00102354145342886,-0.00204498977505112,0,13867
2018-11-30,"Willmar, MN","MN",520,1245,0.000803858520900322,0.00403225806451613,0.00160901045856798,14222
2018-11-30,"Auburn, IN","IN",521,1051,-0.000950570342205323,-0.0112888052681091,-0.0375457875457875,11475
2018-11-30,"Paragould, AR","AR",522,891,-0.00446927374301676,-0.00335570469798658,-0.00112107623318386,13952
2018-11-30,"Warren, PA","PA",523,965,0.00941422594142259,0.0157894736842105,0.0147213459516299,12243
2018-11-30,"Mountain Home, AR","AR",524,988,-0.00202020202020202,0.00202839756592292,0.0112589559877175,14749
2018-11-30,"Cedartown, GA","GA",525,999,0.018348623853211,0.0256673511293634,0.0526870389884089,9526
2018-11-30,"Port Clinton, OH","OH",526,1127,0.00895255147717099,0.00985663082437276,-0.0521446593776283,23785
2018-11-30,"El Campo, TX","TX",527,1292,0.0046656298600311,0.0046656298600311,-0.000773395204949729,12264
2018-11-30,"Montrose, CO","CO",528,1362,-0.0166064981949458,-0.0187319884726225,0.0800951625693894,13574
2018-11-30,"Ellensburg, WA","WA",529,1625,-0.00428921568627451,-0.00550795593635251,0.0641781270464964,16454
2018-11-30,"Sandpoint, ID","ID",530,1290,0.0205696202531646,0.0262529832935561,-0.00462962962962963,18551
2018-11-30,"Alice, TX","TX",531,1081,0.0121722846441948,0.00185356811862836,-0.00916590284142988,5785
2018-11-30,"Celina, OH","OH",532,1106,0.00636942675159236,0.00728597449908925,-0.0255506607929515,11557
2018-11-30,"Garden City, KS","KS",533,1133,-0.00439367311072056,-0.00614035087719298,0.034703196347032,9738
2018-11-30,"Marshalltown, IA","IA",534,847,0.00593824228028504,0.00833333333333333,-0.0385925085130533,16326
2018-11-30,"Cullowhee, NC","NC",535,1266,0.0119904076738609,0.0144230769230769,-0.015552099533437,18233
2018-11-30,"Espa-¦ola, NM","NM",536,1153,0.00610820244328098,0.00786713286713287,0.00523103748910201,1055
2018-11-30,"Tifton, GA","GA",537,1065,0.0104364326375712,0.0113960113960114,0.0075685903500473,8889
2018-11-30,"Urbana, OH","OH",538,1007,0.0151209677419355,0.0233739837398374,-0.023278370514064,12071
2018-11-30,"Okeechobee, FL","FL",539,1305,0.00384615384615385,0.00539291217257319,0.0283687943262411,8167
2018-11-30,"Selinsgrove, PA","PA",540,1191,0.00252525252525253,0.00168208578637511,-0.00418060200668896,9448
2018-11-30,"Natchitoches, LA","LA",541,1196,0.0016750418760469,0.00335570469798658,0.0319240724762727,7713
2018-11-30,"Berlin, NH","NH",542,1152,0.0114135206321334,0.00261096605744125,-0.0343671416596815,18743
2018-11-30,"Lock Haven, PA","PA",543,931,-0.00957446808510638,-0.0116772823779193,0.0390625,10481
2018-11-30,"Sikeston, MO","MO",544,798,0.00884955752212389,0.0114068441064639,0.00630517023959647,9998
2018-11-30,"Clewiston, FL","FL",545,1279,0.00471327572663001,0.00947119179163378,0.0289621882542237,6651
2018-11-30,"Logansport, IN","IN",546,754,0.00399467376830892,0.00667556742323097,-0.0345710627400768,13206
2018-11-30,"Pontiac, IL","IL",547,1113,0.0036068530207394,0.00723981900452489,-0.0228270412642669,12668
2018-11-30,"Mount Vernon, IL","IL",548,958,0.00104493207941484,0.00104493207941484,-0.0726040658276863,11939
2018-11-30,"Houghton, MI","MI",549,911,0.0201567749160134,0.0282167042889391,0,18922
2018-11-30,"Gainesville, TX","TX",550,1345,0.00448095593726662,0.00900225056264066,0.0105184072126221,11534
2018-11-30,"Kill Devil Hills, NC","NC",551,1441,0.00769230769230769,0.0126493323963457,-0.0103021978021978,15240
2018-11-30,"Crawfordsville, IN","IN",552,962,0.00627615062761506,0.00944386149003148,-0.0741097208854668,17423
2018-11-30,"Brownwood, TX","TX",553,931,0.00431499460625674,0.0010752688172043,0.0010752688172043,14033
2018-11-30,"Stephenville, TX","TX",554,1228,0.00986842105263158,0.0115321252059308,-0.0246227164416203,7349
2018-11-30,"Easton, MD","MD",555,1662,0.00972053462940462,0.00727272727272727,-0.0615471485036702,18800
2018-11-30,"North Platte, NE","NE",556,1032,0.0248262164846077,0.0217821782178218,-0.0963222416812609,10894
2018-11-30,"Newberry, SC","SC",557,957,0.00736842105263158,0.0105596620908131,-0.0224719101123596,18414
2018-11-30,"Ada, OK","OK",558,886,-0.00783874580067189,-0.00783874580067189,-0.012263099219621,11492
2018-11-30,"Moscow, ID","ID",559,1289,0.0189723320158103,0.0205859065716548,-0.0351796407185629,9701
2018-11-30,"Safford, AZ","AZ",560,1211,0.0159395973154362,0.0271416454622561,0.0567190226876091,7082
